code,Year,D1
1004_54594,2000,0.23958202129645734
1004_54594,2003,0.07113313434667345
1004_54594,2004,0.11124845755584312
1004_54594,2005,0.2510381789330842
1004_54594,2006,0.5351809713610711
1004_54594,2008,0.0351669569575247
1004_54594,2009,0.01642927241276304
1004_54594,2010,0.046420182301545876
1004_54594,2011,0.17265599869057124
1004_54594,2014,0.9133540677136212
1004_54594,2015,0.41753965799134674
1004_54594,2016,0.2930505572423674
1004_54594,2017,0.4023866721600604
1004_54594,2020,0.026494131930965392
1004_54594,2021,0.11087562710131871
1004_54594,2022,0.08997489848245455
1013_50906,2000,0.07894243121321953
1013_50906,2003,0.1687839202070749
1013_50906,2004,0.9912302769068145
1013_50906,2005,0.5257161358617797
1013_50906,2006,0.310094725543705
1013_50906,2008,0.22306153781032345
1013_50906,2009,0.18782897218891104
1034_65832,2000,0.935368510871929
1034_65832,2003,0.016485914351003883
1034_65832,2004,0.731008284665847
1034_65832,2005,0.5314225696082092
1034_65832,2006,0.2656590288648212
1038_66413,2000,0.8795413018513726
1038_66413,2003,0.40665011818621444
1045_21020,2000,0.20766758461984258
1045_21020,2003,0.05038880033733639
1045_21020,2004,0.4829521410118285
1045_21020,2005,0.08476148797657002
1045_21020,2006,0.1620936064717199
1045_21020,2008,0.20124559743186998
1045_21020,2009,0.060254444949486397
1045_21020,2010,0.11200521909467565
1045_21020,2014,0.09103111028159894
1045_21020,2015,0.05775316093326699
1045_21020,2016,0.2933593668745138
1045_21020,2017,0.14613149940097114
1045_21020,2020,0.355012881213007
1045_21020,2021,0.2638614812816884
1045_21020,2022,0.16342494022413923
1050_11499,2000,0.6877948663326827
1050_11499,2003,0.8847439299705719
1050_11499,2004,0.8027301643258211
1050_11499,2005,0.7611022377021275
1050_11499,2006,0.9614637837360628
1050_11499,2008,0.1207563125013128
1050_11499,2009,0.2779285310474311
1050_11499,2010,0.7070187496280439
1050_11499,2011,0.13117190304220805
1050_11499,2014,0.1341696274434513
1050_11499,2015,0.18416851137259327
1050_11499,2016,0.5187623485523505
1050_11499,2017,0.4403769775506343
1050_11499,2020,0.20717158721733597
1050_11499,2021,0.6422770375671821
1050_11499,2022,0.12864261129193444
1056_62500,2000,0.2810010091902544
1056_62500,2003,0.11514071138427728
1056_62500,2004,0.27233638029004337
1056_62500,2005,0.5002586507600031
1056_62500,2006,0.7596184291955154
1062_26649,2000,0.9895533214490577
1062_26649,2003,0.9695188410133263
1062_26649,2004,0.36841195604159194
1062_26649,2005,0.19611217435944883
1062_26649,2006,0.7625988656984899
1062_26649,2008,0.2208237667671017
1062_26649,2009,0.06309009359557138
1062_26649,2010,0.057853328752656474
1062_26649,2011,0.12415671110683912
1062_26649,2014,0.9176544547395062
1062_26649,2015,0.31233611195368904
1062_26649,2016,0.9942003172836841
1062_26649,2017,0.17407327866725264
1062_26649,2020,0.11453223556785175
1062_26649,2021,0.3291166230138257
1062_26649,2022,0.3879774298942328
1072_81912,2000,0.10934358762219165
1072_81912,2003,0.13208570832423605
1072_81912,2004,0.07411822290128456
1072_81912,2005,0.10748393464640549
1072_81912,2006,0.06023019355929249
1072_81912,2008,0.019897106214574745
1072_81912,2009,0.04554086333862328
1072_81912,2010,0.22398610057800128
1072_81912,2011,0.06086578278328947
1072_81912,2014,0.13833324051343077
1072_81912,2015,0.1149121167621171
1072_81912,2016,0.13774757787751202
1072_81912,2017,0.12988860632633126
1075_27991,2000,0.9793886122712422
1075_27991,2003,0.32292799966147423
1075_27991,2004,0.5299171883454479
1075_27991,2005,0.3239322305579898
1075_27991,2006,0.5792969577377977
1075_27991,2008,0.08808918346862904
1075_27991,2009,0.11776708117875134
1075_27991,2010,0.11623115114206461
1075_27991,2011,0.20211800908007804
1075_27991,2014,0.3284427234388583
1075_27991,2015,0.9104082866591457
1075_27991,2016,0.5027187857330542
1075_27991,2017,0.8314842389621028
1075_27991,2020,0.7453424129621614
1075_27991,2021,0.4103126611963094
1075_27991,2022,0.10904296188631613
1076_10517,2000,0.6073117881385919
1076_10517,2003,0.9425057277938994
1076_10517,2004,0.7213736520120608
1076_10517,2005,0.6340625023268622
1076_10517,2006,0.559953488559245
1076_10517,2008,0.18161668192068114
1076_10517,2009,0.1637858119980733
1076_10517,2010,0.25219378223172095
1076_10517,2011,0.16359782155600788
1076_10517,2014,0.21071504363877902
1076_10517,2015,0.661636004595043
1076_10517,2016,0.5482152704290609
1076_10517,2017,0.15646353865824592
1076_10517,2020,0.39506765633176877
1076_10517,2021,0.2490276685083025
1076_10517,2022,0.5506677766625019
1076_78049,2000,0.5571550555460203
1076_78049,2003,0.6753741723004889
1076_78049,2004,0.4939364132019948
1076_78049,2005,0.3890066566432129
1076_78049,2006,0.6739596646999589
1076_78049,2008,0.08025119153606097
1076_78049,2009,0.25410660261684115
1078_20482,2000,0.8803432806181452
1078_20482,2003,0.20223083488288796
1078_20482,2004,0.25690210086753107
1078_20482,2005,0.6924677353910967
1078_20482,2006,0.46517996445634946
1078_20482,2008,0.2738508613196118
1078_20482,2009,0.28523068016737163
1078_20482,2010,0.12700700511255958
1078_20482,2011,0.06036723256566301
1078_20482,2014,0.03195149647551887
1078_20482,2015,0.061513191410699
1078_20482,2016,0.19792343590531025
1078_20482,2017,0.08144903187658181
1078_20482,2020,0.17409024196866096
1078_20482,2021,0.030838332500275012
1078_20482,2022,0.1274802182216892
1081_10560,2000,0.06576762194114771
1081_10560,2003,0.07056032072931862
1081_10560,2004,0.4468920453932973
1081_10560,2005,0.4773013706084275
1081_10560,2006,0.9352374696252027
1082_10568,2000,0.5312715241831405
1082_10568,2003,0.9323200470005387
1082_10568,2004,0.9792206366423061
1082_10568,2005,0.716699387004132
1082_10568,2006,0.4662896460490862
1082_10568,2008,0.6227154900603116
1082_10568,2009,0.7728689665765701
1082_10568,2010,0.862300930576954
1094_10656,2000,0.797515511415649
1094_10656,2003,0.8484432518056595
1094_10656,2004,0.5092118755713799
1094_10656,2005,0.45180312041405213
1094_10656,2006,0.43020306549792686
1094_10656,2008,0.10150994117537404
1094_10656,2009,0.05118993090945212
1094_10656,2010,0.05028818191207096
1094_10656,2011,0.0922955992956086
1094_10656,2014,0.48015707404332353
1094_10656,2015,0.32593051645798643
1094_10656,2016,0.08345919205585928
1094_10656,2017,0.18100033625879697
1095_10123,2000,0.552680983834525
1097_11647,2000,0.8672947203949348
1097_11647,2003,0.948571243014687
1104_60038,2000,0.8572790386468278
1104_60038,2003,0.8916297400839622
1104_60038,2004,0.3182281263989729
1104_60038,2005,0.5913906109476595
1104_60038,2006,0.9809632690823833
1104_60038,2008,0.3189605291287102
1104_60038,2009,0.6220569519593991
1104_60038,2010,0.6241768888945817
1104_60038,2011,0.36237405526173183
1104_60038,2014,0.942720491142768
1104_60038,2015,0.5729494406916986
1104_60038,2016,0.34315158285587855
1104_60038,2017,0.7026172782673983
1104_60038,2020,0.9995030181491421
1104_60038,2021,0.3130494179334431
1104_60038,2022,0.9999823295549799
1109_85084,2000,0.9951843318058803
1109_85084,2003,0.7943007402510522
1109_85084,2004,0.993023184824549
1109_85084,2005,0.7220672447531974
1109_85084,2006,0.6920776769744889
1111_79678,2000,0.15234472809594712
1111_79678,2003,0.30585091527913233
1111_79678,2004,0.09059841035642047
1111_79678,2005,0.1384618165716709
1111_79678,2006,0.32431097834051104
1117_10779,2000,0.488367190811416
1117_10779,2006,0.8771367775629648
1117_10779,2008,0.3943175132613015
1117_10779,2009,0.9365527036057972
1117_10779,2010,0.7871540726994174
1117_10779,2011,0.7887204519780849
1117_10779,2014,0.08939444403940977
1117_10779,2015,0.8631626259312359
1117_10779,2016,0.9884422860263256
1117_10779,2017,0.9589643243170259
1117_10779,2020,0.5334015282625397
1117_10779,2021,0.3744648475833431
1117_10779,2022,0.6466376368750142
1119_10065,2000,0.2441621050531373
1119_10065,2003,0.15431779748888608
1119_10065,2004,0.07664298170149353
1119_10065,2005,0.05162263260030564
1119_10065,2006,0.02491000502788332
1119_10065,2008,0.018052331006899847
1119_10065,2009,0.0009722620589315278
1119_10065,2010,0.004290931808826226
1119_10065,2011,0.007221434890276712
1119_10065,2014,0.0440071264869889
1119_10065,2015,0.02783703851117969
1119_10065,2016,0.1313850102316555
1119_10065,2017,0.07074080114085723
1119_10065,2020,0.03928079553403119
1119_10065,2021,0.0069684721375560255
1119_10065,2022,0.00811889377161279
1121_61487,2000,0.42401719216760825
1121_61487,2003,0.4800239844900378
1121_61487,2004,0.5661673198525997
1121_61487,2005,0.535720256557115
1121_61487,2006,0.5577452547789556
1121_61487,2008,0.5047872703620407
1121_61487,2009,0.2926976674630234
1121_61487,2010,0.2838843447456122
1121_61487,2011,0.41525477729769256
1121_61487,2014,0.851998068555869
1121_61487,2015,0.4495235095522355
1121_61487,2016,0.48455215805602647
1121_61487,2017,0.4659572205879988
1121_61487,2020,0.8485054005053375
1121_61487,2021,0.10884562194620073
1121_61487,2022,0.9959387932368793
1154_85164,2000,0.8691738339256272
1161_61241,2000,0.11406366146793012
1161_61241,2003,0.2447941913535291
1161_61241,2004,0.3711052451350252
1161_61241,2005,0.37688621787365606
1161_61241,2006,0.8852108336568701
1161_61241,2008,0.33092192179203317
1161_61241,2009,0.13336326028344703
1161_61241,2010,0.2583121382293778
1161_61241,2011,0.1481733059502357
1161_61241,2014,0.01824081467601535
1161_61241,2015,0.24078549429734164
1161_61241,2016,0.708820303506408
1161_61241,2017,0.04991797565757272
1161_61241,2020,0.10799781526834984
1161_61241,2021,0.035408856343979056
1161_61241,2022,0.025384491828066236
1164_11042,2000,0.40674856656167235
1166_11077,2000,0.19114724472071776
1166_11077,2003,0.27104370091289176
1166_11077,2004,0.3449748660366153
1166_11077,2005,0.36613359720167893
1166_11077,2006,0.19130636550115876
1166_11077,2008,0.30480709928231864
1166_11077,2009,0.03163486159854845
1166_11077,2010,0.02367521282677021
1166_11077,2011,0.006036838107005615
1166_11077,2014,0.41702297337455463
1173_11157,2000,0.11913245548318319
1173_11157,2004,0.6541132314646563
1173_11157,2005,0.8645899116076892
1173_11157,2006,0.38126189650576503
1173_11157,2008,0.8144473825003937
1173_11157,2009,0.8125007841774217
1173_11157,2010,0.8352752075529124
1173_11157,2011,0.5047066383947905
1177_88845,2003,0.11000760731093673
1177_88845,2004,0.1967305014240025
1177_88845,2005,0.914737634005252
1177_88845,2006,0.43624352977827374
1177_88845,2008,0.3131202553571073
1177_88845,2009,0.21237964720478864
1177_88845,2010,0.04733709063922997
1177_88845,2011,0.019209005495003928
1177_88845,2014,0.040220930183997305
1177_88845,2015,0.13621270134435737
1177_88845,2016,0.023113631661141443
1177_88845,2017,0.3182731595111784
1186_78223,2000,0.8161294086505146
1186_78223,2003,0.513246125827014
1186_78223,2004,0.08238824026109315
1186_78223,2005,0.24377350637170314
1186_78223,2006,0.7649433603483509
1186_78223,2008,0.30870733555466423
1186_78223,2009,0.14283738187084238
1186_78223,2010,0.33236569029122176
1186_78223,2011,0.7233684815325601
1186_78223,2014,0.9945166396936524
1186_78223,2015,0.6591117839017357
1186_78223,2016,0.9973966061736388
1186_78223,2017,0.28270539324866184
1186_78223,2020,0.3518344144680883
1186_78223,2021,0.6500657311137952
1186_78223,2022,0.43321055206635484
1209_28222,2000,0.312047493099857
1209_28222,2003,0.23103949073379093
1209_28222,2004,0.14147710107799671
1209_28222,2005,0.08456151858070116
1209_28222,2006,0.08435320801394908
1209_28222,2008,0.10993792966862626
1209_28222,2009,0.0243121294054941
1209_28222,2010,0.032588307642151926
1209_28222,2011,0.04730725834140759
1209_28222,2014,0.09745609250022547
1209_28222,2015,0.0508115747188137
1209_28222,2016,0.17952072804991237
1209_28222,2017,0.05291447455302045
1209_28222,2020,0.1655682172333689
1209_28222,2021,0.07765393622112471
1209_28222,2022,0.2518639667473501
1210_11368,2000,0.7359803861832273
1210_11368,2003,0.2988245317045066
1210_11368,2004,0.9995342383834972
1210_11368,2005,0.3262575426675589
1210_11368,2006,0.8039348262038116
1210_11368,2008,0.27809667646896263
1210_11368,2009,0.16599228654296083
1210_11368,2010,0.8485407306879309
1210_11368,2011,0.5782650117547861
1210_11368,2014,0.9751452644971704
1210_11368,2015,0.6482590764661731
1210_11368,2016,0.9146062579075032
1210_11368,2017,0.6234242428805117
1210_11368,2020,0.2542717575419672
1210_11368,2021,0.5844417357845914
1210_11368,2022,0.9234328045040402
1213_51721,2000,0.15749633237518934
1228_11456,2000,0.6202308984095228
1228_11456,2003,0.8584328876710126
1228_11456,2004,0.9885594183388019
1228_11456,2005,0.4729670799173544
1228_11456,2006,0.8219853151748095
1228_11456,2008,0.3168336890084794
1228_11456,2009,0.37686765220051743
1228_11456,2010,0.8661630269460772
1230_28804,2000,0.20989951058887246
1230_28804,2003,0.10428467103196493
1230_28804,2004,0.22461077812142272
1230_28804,2005,0.23209857001748535
1230_28804,2006,0.24394759090437101
1230_28804,2008,0.19696332664982508
1230_28804,2009,0.11479680320192409
1230_28804,2010,0.1255240360623029
1230_28804,2011,0.33627656341688783
1230_28804,2014,0.4884075110003018
1230_28804,2015,0.04503039815491616
1230_28804,2016,0.2562253076851776
1230_28804,2017,0.46357269078018504
1230_28804,2020,0.13365997847713484
1230_28804,2021,0.16417015932428347
1230_28804,2022,0.010495182894575072
1234_11587,2000,0.648570114002968
1234_11587,2003,0.931312111389338
1234_11587,2004,0.385716431647117
1234_11587,2005,0.9873357110197618
1234_11587,2006,0.5280415610424101
1234_11587,2008,0.007474477193521678
1234_11587,2009,0.10682909647622918
1234_11587,2010,0.10879390992077154
1234_11587,2011,0.5863645963111069
1234_11587,2014,0.9994155723382522
1234_11587,2015,0.8905084492833425
1234_11587,2016,0.5583917039765967
1234_11587,2017,0.9986381649063845
1234_11587,2020,0.3079555529643574
1234_11587,2021,0.19301958280617693
1234_11587,2022,0.6901950742123575
1238_82233,2000,0.5012847874008483
1239_42083,2000,0.5450196470180326
1239_42083,2003,0.6984872765395831
1239_42083,2004,0.05943416420467362
1239_42083,2005,0.7349157627564893
1239_42083,2006,0.9448894667345957
1239_42083,2008,0.15218208309280645
1239_42083,2009,0.6162535623843887
1239_69163,2000,0.7188613090344327
1240_50032,2000,0.8098396042220507
1240_50032,2003,0.4830477866695866
1240_50032,2004,0.3556926195865122
1243_24264,2000,0.3778451224788264
1243_24264,2003,0.08760868719704196
1243_24264,2004,0.19720646845840117
1243_24264,2005,0.27035448663026274
1243_24264,2006,0.606945021431418
1244_11624,2000,0.9866350660904596
1244_11624,2003,0.9947347445222634
1246_48514,2000,0.6047936633458987
1246_48514,2003,0.32752821779766506
1246_48514,2004,0.4588561331573934
1246_48514,2005,0.3421129032902931
1246_48514,2006,0.28006948771637585
1254_11691,2000,0.43172869693434235
1254_11691,2003,0.052179396618378004
1254_11691,2004,0.3700773454885158
1254_11691,2005,0.06397972491258208
1254_11691,2006,0.2563131740457102
1254_11691,2008,0.22191391049216647
1254_11691,2009,0.10278370318094066
1254_11691,2010,0.11967357496849074
1254_11691,2011,0.08985794374365785
1254_11691,2014,0.8223966057240393
1254_11691,2015,0.1832126273725052
1254_11691,2016,0.17163201858245303
1254_11691,2017,0.7680995339365138
1254_11691,2020,0.23778450256412587
1254_11691,2021,0.3420524870893311
1254_11691,2022,0.13084908560771624
1257_49330,2000,0.2677215998590873
1257_49330,2003,0.46022098278354606
1257_49330,2004,0.5936940716414943
1257_49330,2005,0.06454309344018339
1257_49330,2006,0.035051700441279254
1257_49330,2008,0.26945279548860646
1257_49330,2009,0.1256541214516097
1257_49330,2010,0.127762446063852
1257_49330,2011,0.1417228198782221
1257_49330,2014,0.9350550969927576
1257_49330,2015,0.03091857147481325
1257_49330,2016,0.13207263403746416
1257_49330,2017,0.8650649981160446
1257_49330,2020,0.3771434867846698
1257_49330,2021,0.0801917560160208
1257_49330,2022,0.1983931983949977
1259_11739,2005,0.7626403756495714
1259_11739,2006,0.9747866370422448
1263_22182,2022,0.3233017234994795
1266_11790,2000,0.5400780049072906
1266_11790,2003,0.40022831003582626
1266_11790,2004,0.18666482931711648
1266_11790,2005,0.14669000172208202
1266_11790,2006,0.6612596661414436
1266_11790,2008,0.23446109742314292
1266_11790,2009,0.03621095091115001
1266_11790,2010,0.11469801752722941
1266_11790,2011,0.20867831978199247
1266_11790,2014,0.979858475913959
1266_11790,2015,0.6669332527571654
1266_11790,2016,0.26341335870583926
1266_11790,2017,0.9953841862673044
1266_11790,2020,0.2720553695004483
1266_11790,2021,0.669169248528009
1266_11790,2022,0.7379280555583636
1274_71271,2000,0.6722789198985321
1274_71271,2003,0.5047291768445201
1274_71271,2004,0.7086720947491967
1274_71271,2005,0.5511183877139774
1274_71271,2006,0.5539519477815784
1274_71271,2008,0.03475059295055871
1274_71271,2009,0.180576492673991
1274_71271,2010,0.06312580746984275
1274_71271,2011,0.035789708986615376
1274_71271,2014,0.08694235992039245
1274_71271,2015,0.06983683173906796
1274_71271,2016,0.09287652373880417
1274_71271,2017,0.13867103686361926
1274_71271,2020,0.13753219742641198
1274_71271,2021,0.5157343904613535
1279_10137,2000,0.7246339175699139
1279_10137,2003,0.1325984341977069
1279_10137,2004,0.12574878014494562
1279_10137,2005,0.06046420232178884
1279_10137,2006,0.3296112181179064
1279_10137,2008,0.11153692283291883
1279_10137,2009,0.2543169306748988
1281_44740,2000,0.2723634432843889
1283_11851,2000,0.22797180103343628
1283_11851,2003,0.9002555294179447
1300_10145,2000,0.1555612283579837
1300_10145,2003,0.030908461139876664
1300_10145,2004,0.24333601699087692
1300_10145,2005,0.1380440392930511
1300_10145,2006,0.1358780270446791
1300_10145,2008,0.03644262342974336
1300_10145,2009,0.007408166801698313
1300_10145,2010,0.010640001029998958
1300_10145,2011,0.013489845547284607
1300_10145,2014,0.04557619928443102
1300_10145,2015,0.03135579556848678
1300_10145,2016,0.13857152691243868
1300_10145,2017,0.12343267429824611
1300_10145,2020,0.03945412747085886
1300_10145,2021,0.05748937542689092
1300_10145,2022,0.05208715787474694
1308_90335,2005,0.5365670484291176
1308_90335,2006,0.6886617392166448
1308_90335,2008,0.0779722031971104
1308_90335,2009,0.09781843537705615
1318_41443,2000,0.1859128355091444
1318_41443,2003,0.17989492623863113
1318_41443,2004,0.37873637729616716
1318_41443,2005,0.14305813999574613
1318_41443,2006,0.5028086802180038
1324_12002,2000,0.8227493749292452
1327_45911,2000,0.14129280982024772
1327_45911,2003,0.1055506884747498
1327_45911,2004,0.14196784228209747
1327_45911,2005,0.10019112643385453
1327_45911,2006,0.4606696159782545
1327_45911,2008,0.28328103997676835
1327_45911,2009,0.1334075645036341
1327_45911,2010,0.1815395880747218
1327_45911,2011,0.08033977856796282
1327_45911,2014,0.07563301464461647
1327_45911,2015,0.05160493686988665
1327_45911,2016,0.23676207359106072
1327_45911,2017,0.3762042188029342
1327_45911,2020,0.017008142800156834
1327_45911,2021,0.02432670956334848
1327_45911,2022,0.0443393376552067
1331_68814,2000,0.7514259771217966
1334_12117,2000,0.7039004160071509
1356_24643,2000,0.1752470479813112
1356_24643,2003,0.09229090349349456
1356_24643,2004,0.16761914794773536
1356_24643,2005,0.22429672240447096
1356_24643,2006,0.30275589897031163
1356_24643,2008,0.05684200786403837
1356_24643,2009,0.036427935120745714
1356_24643,2010,0.026840608890585482
1356_24643,2011,0.01961965625695694
1356_24643,2014,0.10741757430178611
1356_24643,2015,0.06918550239928467
1360_84260,2000,0.30017550149823513
1360_84260,2003,0.9867393076703681
1360_84260,2004,0.7140308419042443
1360_84260,2005,0.9792393175385931
1360_84260,2006,0.7838869071836929
1363_12221,2000,0.37172728928344434
1363_12221,2003,0.8848713973618498
1372_12320,2000,0.8959645546542379
1380_28484,2000,0.20938895101056398
1380_28484,2003,0.42295712615573433
1380_28484,2004,0.6004407845676408
1380_28484,2005,0.6533755209827992
1380_28484,2006,0.8276777965388704
1380_28484,2008,0.16816146736146742
1380_28484,2009,0.044450786430741074
1380_28484,2010,0.12245284768078912
1380_28484,2011,0.011920931755253439
1380_28484,2014,0.0028549356958467165
1380_28484,2015,0.052098419531230844
1380_28484,2016,0.10499764715101889
1380_28484,2017,0.28987874554829773
1380_28484,2020,0.24213989790817636
1380_28484,2021,0.2173025268250406
1380_28484,2022,0.24011444925831027
1382_80778,2000,0.5028177197479864
1382_80778,2003,0.1550534522607887
1382_80778,2004,0.3213572648744788
1382_90893,2006,0.04458152179529218
1382_90893,2008,0.22146190203866856
1382_90893,2009,0.1511298175841167
1382_90893,2010,0.3326263949062205
1382_90893,2011,0.029521135637711304
1393_81073,2000,0.39980512287531944
1393_81073,2003,0.9131446510126032
1393_81073,2004,0.36749131674751245
1393_81073,2005,0.13123278735035893
1393_81073,2006,0.16489058400373968
1393_81073,2008,0.07671486045429343
1393_81073,2009,0.18742627367427367
1393_81073,2010,0.2231065332209936
1393_81073,2011,0.0822794571950054
1393_81073,2014,0.08797944210976993
1393_81073,2015,0.16850572421394927
1393_81073,2016,0.10394892193829264
1393_81073,2017,0.3048455790373745
1393_81073,2020,0.2991343105250285
1393_81073,2021,0.048779700262442494
1393_81073,2022,0.8213024423716536
1397_39482,2000,0.9822440757929918
1397_39482,2003,0.9954634185468438
1397_39482,2004,0.9009555479418154
1397_39482,2005,0.4459601952723855
1397_39482,2006,0.9801438477924884
1397_39482,2008,0.6188580110124475
1397_39482,2009,0.9796535427221804
1397_39482,2010,0.7320223248212654
1408_10225,2000,0.5307674643604404
1408_10225,2003,0.5114560114051823
1408_10225,2004,0.38211515772701266
1408_10225,2005,0.20421280573036504
1408_10225,2006,0.03350115729778824
1408_10225,2008,0.18249163836352522
1408_10225,2009,0.011962485178582893
1408_10225,2010,0.10390325052732119
1408_10225,2011,0.03143554639093804
1410_47730,2000,0.7446207679223689
1410_47730,2003,0.11120833503358674
1410_47730,2004,0.11002307217499652
1410_47730,2005,0.5232265959065479
1410_47730,2006,0.27430853090841745
1410_47730,2008,0.0831178799351674
1410_47730,2009,0.06977017369125893
1410_47730,2010,0.047657434798493825
1410_47730,2011,0.001097013182629003
1410_47730,2014,0.31185696025850806
1410_47730,2015,0.31756759698113257
1410_47730,2016,0.22952650889241455
1410_47730,2017,0.19292845373275236
1410_47730,2020,0.028120928477145646
1410_47730,2021,0.1359585361015777
1410_47730,2022,0.10113555431294563
1414_93330,2010,0.1303340190327933
1414_93330,2011,0.1813179945185106
